EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
1484,53,Female,Marketing,Divorced,Research & Development,Human Resources,Travel_Frequently,2,5,1.0,93,4,1,3.0,7,No,16,3,24,6,4.0,16,10,1,6,No,4
1485,42,Male,Medical,Single,Development,Sales Executive,Travel_Rarely,9,3,2.0,88,3,4,3.0,6,Yes,19,4,5,4,1.0,16,2,0,1,No,3
1486,38,Female,Human Resources,Divorced,Research & Development,Human Resources,Travel_Frequently,28,1,2.0,51,2,1,2.0,0,No,12,3,0,1,1.0,2,1,10,9,No,1
1487,53,Female,Life Sciences,Single,Development,Manufacturing Director,Non-Travel,21,5,4.0,76,4,4,2.0,1,Yes,11,2,15,6,1.0,0,5,4,5,No,2
1488,27,Female,Technical Degree,Married,Research & Development,Human Resources,Non-Travel,29,3,1.0,58,3,4,,1,Yes,24,2,3,6,3.0,16,10,1,7,No,3
1489,54,Female,Life Sciences,Single,Data Science,Sales Representative,Travel_Rarely,6,1,3.0,74,3,4,4.0,3,Yes,18,4,28,1,1.0,15,12,7,14,No,3
1490,26,Male,Medical,Single,Human Resources,Manager,Non-Travel,3,3,1.0,38,2,1,2.0,2,No,24,4,27,0,4.0,16,2,11,12,No,3
1491,41,Male,Other,Divorced,Data Science,Healthcare Representative,Travel_Rarely,20,2,1.0,53,3,4,2.0,0,Yes,10,4,21,0,4.0,1,9,11,12,No,2
1492,52,Female,Other,Divorced,Finance,Human Resources,Travel_Frequently,6,1,4.0,44,2,2,2.0,1,No,23,1,7,6,4.0,13,0,11,14,No,3
1493,52,Female,Human Resources,Single,Sales,Research Scientist,Travel_Rarely,7,3,1.0,65,1,5,2.0,8,Yes,16,4,31,4,1.0,6,10,7,11,No,2
1494,53,Male,Other,Married,Human Resources,Research Scientist,Travel_Rarely,1,2,3.0,42,4,5,3.0,0,No,13,4,32,3,1.0,18,12,0,5,No,2
1495,35,Female,Human Resources,Single,Data Science,Human Resources,Travel_Frequently,23,2,2.0,73,3,4,,8,No,11,4,12,4,3.0,0,4,3,1,No,2
1496,56,Male,Human Resources,Single,Finance,Laboratory Technician,Travel_Rarely,1,1,4.0,65,1,5,2.0,6,Yes,24,3,26,1,2.0,16,1,13,3,No,3
1497,49,Female,Human Resources,Married,Sales,Research Director,Travel_Rarely,5,4,3.0,90,3,5,2.0,1,No,11,2,17,1,3.0,9,14,8,0,No,2
1498,41,Male,Technical Degree,Divorced,Finance,Human Resources,Non-Travel,6,5,2.0,69,3,4,3.0,1,Yes,17,2,17,5,4.0,5,1,4,14,No,3
1499,40,Female,Marketing,Single,Development,Research Director,Travel_Frequently,13,1,4.0,56,1,4,1.0,4,Yes,16,4,12,3,4.0,6,14,11,6,No,3
1500,49,Female,Human Resources,Divorced,Development,Manufacturing Director,Travel_Rarely,2,2,4.0,30,3,2,2.0,4,Yes,21,2,21,6,4.0,5,3,10,7,No,3
1501,54,Male,Human Resources,Divorced,Research & Development,Sales Executive,Travel_Frequently,15,2,2.0,63,3,3,3.0,3,Yes,16,3,13,1,,4,3,9,9,No,3
1502,29,Female,Marketing,Married,Human Resources,Manufacturing Director,Travel_Frequently,15,1,2.0,97,1,1,3.0,9,Yes,14,2,10,5,4.0,1,3,12,1,No,2
1503,30,Female,Life Sciences,Married,Development,Human Resources,Travel_Rarely,13,4,3.0,50,3,4,1.0,9,Yes,23,1,21,0,4.0,17,6,5,9,No,4
1504,40,Male,Human Resources,Divorced,Finance,Research Scientist,Non-Travel,26,5,1.0,62,2,4,4.0,2,Yes,19,3,16,1,4.0,16,0,2,14,No,3
1505,42,Female,Technical Degree,Single,Human Resources,Laboratory Technician,Travel_Frequently,25,3,1.0,36,3,5,4.0,3,No,17,2,31,2,1.0,6,12,4,4,No,2
1506,52,Male,Other,Divorced,Development,Research Director,Travel_Rarely,14,1,1.0,94,4,2,4.0,9,Yes,23,2,13,3,2.0,18,7,13,10,No,3
1507,58,Male,Other,Single,Research & Development,Manager,Travel_Frequently,26,5,1.0,32,3,5,2.0,3,Yes,11,3,28,5,1.0,6,11,11,7,No,1
1508,47,Female,Medical,Single,Data Science,Research Director,Non-Travel,22,5,1.0,80,4,4,4.0,1,No,11,2,5,3,1.0,6,12,12,10,No,1
1509,34,Female,Medical,Married,Research & Development,Sales Representative,Non-Travel,7,2,3.0,83,4,4,2.0,4,No,14,2,3,3,2.0,15,9,12,7,Yes,2
1510,37,Female,Other,Single,Sales,Healthcare Representative,Non-Travel,14,3,4.0,88,3,5,2.0,4,Yes,24,4,10,2,2.0,11,8,12,14,No,3
1511,42,Female,Other,Single,Development,Human Resources,Travel_Rarely,26,1,3.0,35,1,4,3.0,4,Yes,10,1,9,4,3.0,14,9,0,4,No,2
1512,39,Female,Technical Degree,Divorced,Sales,Manufacturing Director,Travel_Rarely,24,2,3.0,58,2,3,4.0,9,Yes,15,3,27,0,2.0,14,12,7,7,No,2
1513,30,Female,Marketing,Married,Sales,Manager,Non-Travel,27,2,3.0,46,2,1,4.0,0,No,13,4,10,3,3.0,10,13,10,13,No,2
1514,36,Female,Medical,Single,Finance,Research Scientist,Travel_Rarely,29,4,4.0,89,3,1,4.0,5,Yes,15,2,34,1,3.0,1,14,14,5,No,2
1515,53,Male,Marketing,Single,Human Resources,Research Scientist,Non-Travel,10,5,3.0,51,1,1,2.0,1,No,16,3,14,0,1.0,2,5,5,14,No,3
1516,29,Female,Technical Degree,Married,Finance,Research Scientist,Travel_Rarely,17,1,3.0,53,1,3,2.0,6,Yes,22,3,7,1,4.0,18,3,11,14,Yes,3
1517,58,Male,Other,Divorced,Development,Sales Representative,Non-Travel,14,1,4.0,80,2,4,4.0,3,Yes,12,1,19,0,1.0,19,5,1,4,Yes,3
1518,36,Female,Human Resources,Married,Sales,Research Scientist,Travel_Frequently,8,1,3.0,79,1,5,2.0,4,No,20,1,20,6,1.0,14,9,3,12,Yes,3
1519,29,Female,Marketing,Married,Data Science,Research Scientist,Non-Travel,4,2,1.0,40,3,2,2.0,4,Yes,22,3,0,0,2.0,15,6,3,13,Yes,3
1520,26,Male,Other,Single,Sales,Human Resources,Non-Travel,26,4,2.0,85,3,4,1.0,4,Yes,17,1,28,5,2.0,0,5,8,10,No,3
1521,24,Female,Other,Single,Data Science,Sales Representative,Travel_Rarely,16,3,3.0,71,1,3,1.0,1,Yes,16,1,23,1,3.0,14,10,8,3,No,2
1522,45,Female,Life Sciences,Divorced,Finance,Laboratory Technician,Travel_Rarely,24,2,2.0,68,3,3,4.0,4,No,22,2,29,1,3.0,11,0,4,4,No,3
1523,31,Male,Marketing,Single,Finance,Laboratory Technician,Travel_Rarely,13,3,3.0,98,4,1,4.0,2,Yes,10,1,34,6,3.0,6,4,11,11,Yes,2
1524,48,Female,Human Resources,Single,Human Resources,Sales Representative,Travel_Rarely,22,4,3.0,77,2,4,1.0,3,Yes,15,1,32,0,2.0,6,7,2,3,No,3
1525,36,Female,Marketing,Married,Sales,Healthcare Representative,Travel_Rarely,27,5,1.0,86,3,1,2.0,1,No,16,4,19,3,3.0,10,14,0,0,No,3
1526,33,Female,Other,Single,Research & Development,Manager,Travel_Rarely,25,1,4.0,50,1,2,2.0,3,No,23,2,15,1,3.0,19,7,5,2,No,3
1527,22,Male,Human Resources,Divorced,Finance,Research Director,Travel_Frequently,27,3,2.0,49,2,1,3.0,8,Yes,20,2,8,6,2.0,10,11,7,7,Yes,3
1528,52,Female,Technical Degree,Married,Finance,Human Resources,Non-Travel,20,2,4.0,44,3,2,4.0,7,Yes,24,3,30,2,4.0,16,9,0,6,No,4
1529,29,Female,Life Sciences,Divorced,Human Resources,Sales Executive,Non-Travel,18,3,1.0,98,2,3,4.0,2,No,13,1,16,2,1.0,2,8,10,11,No,1
1530,42,Female,Other,Married,Data Science,Laboratory Technician,Non-Travel,14,5,1.0,80,1,1,,0,Yes,23,4,30,0,2.0,15,3,0,14,No,3
1531,38,Female,Medical,Single,Human Resources,Sales Representative,Travel_Frequently,18,1,2.0,91,4,1,3.0,0,Yes,11,4,22,4,3.0,4,9,14,6,No,2
1532,53,Male,Medical,Married,Sales,Manager,Non-Travel,5,3,4.0,66,4,5,3.0,5,No,19,2,5,0,1.0,1,5,10,10,No,3
1533,40,Male,Life Sciences,Married,Development,Sales Representative,Travel_Frequently,26,5,1.0,35,3,3,2.0,2,Yes,18,1,29,6,2.0,6,6,6,2,No,2
1534,33,Female,Technical Degree,Single,Development,Research Director,Travel_Frequently,9,2,3.0,55,4,5,1.0,3,Yes,16,4,6,0,1.0,9,4,6,8,No,2
1535,56,Female,Other,Single,Data Science,Manager,Travel_Frequently,28,4,3.0,37,3,2,1.0,0,No,10,3,10,3,1.0,4,14,1,14,No,2
1536,59,Male,Marketing,Divorced,Finance,Laboratory Technician,Non-Travel,3,2,3.0,33,2,2,1.0,7,Yes,17,1,33,3,4.0,14,10,2,5,No,3
1537,56,Male,Life Sciences,Divorced,Data Science,Research Scientist,Travel_Frequently,8,1,4.0,50,3,3,2.0,0,Yes,24,1,11,5,3.0,11,7,1,7,No,4
1538,31,Female,Technical Degree,Single,Finance,Sales Representative,Non-Travel,20,2,3.0,60,3,2,1.0,4,Yes,12,1,26,6,2.0,9,2,5,7,No,2
1539,48,Male,Marketing,Single,Finance,Sales Executive,Non-Travel,22,2,3.0,50,3,3,3.0,5,No,13,4,11,4,3.0,16,7,12,2,No,2
1540,22,Female,Medical,Single,Development,Laboratory Technician,Travel_Rarely,10,2,1.0,54,4,2,3.0,1,Yes,21,2,12,6,4.0,19,14,12,3,No,3
1541,52,Male,Medical,Married,Data Science,Manufacturing Director,Travel_Rarely,22,2,1.0,44,3,4,4.0,6,No,14,2,7,6,4.0,19,13,7,13,No,2
1542,40,Male,Marketing,Married,Human Resources,Sales Executive,Travel_Frequently,19,1,3.0,64,1,1,1.0,6,No,10,3,15,4,2.0,10,4,7,5,Yes,2
1543,46,Male,Life Sciences,Married,Finance,Healthcare Representative,Travel_Frequently,21,5,3.0,78,3,4,3.0,0,Yes,24,4,28,6,2.0,7,0,14,1,No,3
1544,28,Male,Medical,Single,Research & Development,Laboratory Technician,Non-Travel,28,3,1.0,72,2,3,4.0,3,No,15,1,34,4,4.0,14,12,0,11,No,3
1545,35,Female,Other,Divorced,Research & Development,Research Scientist,Travel_Frequently,3,4,2.0,70,1,3,1.0,3,Yes,19,3,28,4,2.0,1,5,10,11,No,2
1546,29,Male,Human Resources,Single,Human Resources,Laboratory Technician,Travel_Frequently,11,3,4.0,66,2,4,1.0,4,Yes,15,3,30,4,1.0,16,1,8,10,No,2
1547,26,Male,Marketing,Married,Research & Development,Research Director,Non-Travel,11,3,4.0,86,2,1,3.0,0,Yes,11,2,12,6,1.0,5,14,10,11,Yes,2
1548,27,Female,Marketing,Married,Sales,Manager,Travel_Frequently,17,4,1.0,71,2,1,4.0,0,No,20,1,11,6,4.0,12,6,7,6,No,3
1549,34,Male,Medical,Single,Finance,Sales Representative,Travel_Frequently,16,1,4.0,76,1,5,4.0,6,Yes,19,1,1,0,3.0,7,14,8,1,No,3
1550,55,Male,Life Sciences,Single,Human Resources,Manager,Non-Travel,7,4,1.0,90,1,2,3.0,8,Yes,15,4,32,6,2.0,10,14,12,10,Yes,1
1551,24,Female,Other,Married,Data Science,Manager,Non-Travel,4,1,1.0,43,4,5,3.0,0,Yes,17,4,7,0,2.0,14,8,13,4,No,2
1552,30,Male,Life Sciences,Married,Finance,Laboratory Technician,Travel_Rarely,23,3,1.0,97,1,1,3.0,1,No,15,4,31,5,1.0,12,2,12,11,No,1
1553,57,Female,Technical Degree,Married,Human Resources,Research Director,Non-Travel,19,1,1.0,82,3,4,1.0,5,No,13,3,27,2,2.0,17,13,8,3,No,2
1554,59,Female,Technical Degree,Single,Development,Sales Representative,Travel_Rarely,12,5,2.0,63,2,2,3.0,5,Yes,24,1,14,2,3.0,17,9,10,8,No,3
1555,26,Female,Human Resources,Married,Data Science,Sales Representative,Travel_Frequently,15,4,3.0,53,4,4,3.0,1,Yes,13,2,22,5,2.0,16,13,11,12,No,2
1556,44,Female,Medical,Married,Development,Manager,Non-Travel,11,5,3.0,49,1,5,2.0,8,Yes,18,3,23,5,2.0,12,3,5,12,No,3
1557,19,Male,Medical,Divorced,Finance,Healthcare Representative,Non-Travel,5,3,2.0,98,2,3,3.0,3,Yes,15,3,12,1,,2,3,2,14,No,3
1558,22,Female,Medical,Single,Data Science,Research Director,Non-Travel,5,4,4.0,59,1,4,3.0,6,No,17,2,20,0,2.0,6,3,0,1,No,3
1559,46,Male,Human Resources,Divorced,Research & Development,Healthcare Representative,Travel_Frequently,15,3,4.0,36,4,5,1.0,5,No,17,2,11,4,4.0,11,2,10,6,No,3
1560,54,Male,Technical Degree,Divorced,Human Resources,Human Resources,Travel_Rarely,29,5,3.0,65,1,5,4.0,2,No,16,4,12,1,4.0,3,4,7,12,No,2
1561,55,Male,Life Sciences,Married,Finance,Human Resources,Travel_Frequently,18,3,4.0,67,1,5,1.0,7,No,12,2,22,3,3.0,10,8,9,6,Yes,2
1562,36,Male,Human Resources,Single,Sales,Sales Executive,Travel_Frequently,11,4,3.0,81,2,3,2.0,6,No,19,2,27,0,3.0,13,14,2,6,Yes,4
1563,25,Male,Human Resources,Married,Data Science,Manager,Non-Travel,26,4,3.0,44,3,3,3.0,8,No,10,2,13,6,3.0,17,10,12,0,No,2
1564,18,Male,Life Sciences,Single,Data Science,Sales Representative,Travel_Rarely,12,3,2.0,75,1,3,3.0,2,No,14,2,16,5,3.0,6,7,6,7,Yes,2
1565,39,Male,Medical,Divorced,Finance,Laboratory Technician,Travel_Frequently,2,4,4.0,52,4,2,3.0,0,Yes,22,4,23,2,1.0,4,9,12,1,Yes,3
1566,34,Male,Other,Single,Finance,Sales Representative,Non-Travel,20,4,2.0,41,1,3,3.0,1,Yes,24,3,33,0,2.0,15,1,9,14,No,3
1567,24,Male,Life Sciences,Married,Development,Sales Representative,Travel_Frequently,15,3,3.0,73,1,3,3.0,0,Yes,19,1,21,5,1.0,10,11,5,14,No,2
1568,42,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,20,5,3.0,44,3,3,3.0,4,Yes,19,1,9,0,3.0,2,8,2,4,No,3
1569,21,Female,Marketing,Married,Development,Sales Representative,Non-Travel,4,4,3.0,78,2,4,2.0,9,Yes,24,3,7,6,2.0,15,11,5,1,No,3
1570,53,Female,Marketing,Single,Development,Sales Executive,Non-Travel,22,4,1.0,50,4,3,3.0,1,Yes,11,1,20,0,4.0,10,9,11,12,No,2
1571,23,Female,Human Resources,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,18,4,1.0,44,2,2,3.0,2,No,21,1,6,6,1.0,9,1,2,4,No,3
1572,48,Male,Marketing,Divorced,Sales,Human Resources,Travel_Frequently,6,4,1.0,43,2,5,3.0,7,Yes,19,3,25,0,2.0,1,6,12,6,Yes,2
1573,36,Female,Other,Single,Development,Sales Representative,Non-Travel,23,3,2.0,71,2,4,2.0,9,No,22,1,12,3,4.0,15,4,14,5,Yes,2
1574,56,Female,Medical,Married,Development,Sales Representative,Non-Travel,27,5,3.0,44,1,1,3.0,4,Yes,11,1,15,2,4.0,16,14,12,12,Yes,2
1575,44,Female,Technical Degree,Divorced,Data Science,Research Scientist,Travel_Rarely,26,5,4.0,92,3,3,2.0,3,No,23,3,29,0,3.0,9,12,13,14,Yes,3
1576,27,Male,Other,Married,Research & Development,Research Director,Travel_Rarely,19,1,2.0,97,1,5,1.0,4,No,16,1,30,5,4.0,17,6,8,11,No,2
1577,43,Male,Technical Degree,Single,Human Resources,Laboratory Technician,Non-Travel,11,4,2.0,56,4,5,3.0,9,Yes,20,2,4,3,4.0,11,4,12,4,No,3
1578,36,Male,Technical Degree,Married,Sales,Research Director,Travel_Rarely,28,4,2.0,82,3,4,4.0,5,Yes,22,3,31,1,3.0,7,11,0,3,No,4
1579,56,Male,Medical,Divorced,Sales,Laboratory Technician,Non-Travel,24,1,4.0,81,2,1,2.0,6,Yes,12,4,15,0,2.0,2,5,12,7,No,2
1580,20,Female,Human Resources,Divorced,Research & Development,Sales Representative,Travel_Frequently,2,5,3.0,92,3,2,1.0,8,Yes,22,1,8,6,2.0,19,7,7,10,No,3
1581,30,Female,Marketing,Married,Finance,Research Scientist,Travel_Rarely,27,2,1.0,82,4,5,2.0,0,Yes,17,4,21,3,3.0,2,0,4,13,No,3
1582,45,Female,Medical,Single,Finance,Manufacturing Director,Travel_Frequently,8,2,3.0,86,1,5,2.0,3,No,18,1,13,4,1.0,5,12,14,7,Yes,2
1583,37,Female,Other,Married,Data Science,Manager,Travel_Frequently,29,5,3.0,81,1,5,1.0,8,Yes,23,2,15,1,3.0,1,10,3,0,No,3
1584,45,Male,Human Resources,Single,Data Science,Human Resources,Travel_Frequently,11,4,2.0,72,2,5,3.0,4,No,22,3,19,2,2.0,2,12,0,9,No,3
1585,25,Male,Other,Married,Research & Development,Healthcare Representative,Non-Travel,5,2,2.0,36,1,4,3.0,7,No,17,4,14,0,1.0,16,11,8,1,Yes,2
1586,58,Male,Human Resources,Divorced,Data Science,Human Resources,Travel_Frequently,18,3,2.0,71,1,1,2.0,0,No,15,3,25,0,3.0,8,0,12,2,No,2
1587,56,Female,Other,Single,Sales,Healthcare Representative,Travel_Frequently,23,3,1.0,33,4,5,1.0,3,Yes,14,4,8,3,2.0,3,4,8,12,No,2
1588,18,Male,Medical,Single,Sales,Research Director,Travel_Frequently,18,1,1.0,98,3,2,3.0,8,Yes,12,1,0,2,2.0,1,14,12,0,No,1
1589,20,Male,Human Resources,Single,Human Resources,Sales Executive,Non-Travel,14,5,1.0,34,1,2,2.0,0,Yes,12,2,34,4,2.0,8,0,4,10,No,2
1590,30,Female,Human Resources,Divorced,Finance,Sales Representative,Travel_Frequently,22,5,3.0,70,4,3,4.0,0,Yes,16,4,19,1,4.0,13,2,13,2,No,2
1591,45,Female,Technical Degree,Married,Research & Development,Manufacturing Director,Travel_Frequently,10,2,2.0,33,4,5,1.0,3,Yes,22,4,5,5,4.0,10,9,10,9,No,3
1592,42,Male,Technical Degree,Divorced,Development,Healthcare Representative,Travel_Rarely,3,4,4.0,31,2,5,4.0,2,Yes,14,2,9,2,1.0,1,14,8,11,No,2
1593,50,Male,Life Sciences,Single,Finance,Manager,Non-Travel,9,5,3.0,96,4,5,4.0,6,No,21,2,32,0,1.0,1,8,14,7,No,3
1594,55,Male,Other,Married,Development,Healthcare Representative,Travel_Frequently,3,2,1.0,50,2,5,2.0,2,Yes,23,2,15,3,1.0,4,13,9,3,No,3
1595,23,Male,Technical Degree,Divorced,Human Resources,Sales Executive,Travel_Rarely,11,2,4.0,99,1,5,1.0,0,No,15,2,5,4,4.0,6,12,13,12,Yes,2
1596,49,Male,Life Sciences,Single,Human Resources,Human Resources,Non-Travel,12,5,,72,2,2,3.0,9,No,23,2,18,3,1.0,3,6,8,12,No,3
1597,38,Male,Technical Degree,Single,Data Science,Research Scientist,Non-Travel,12,2,2.0,98,4,1,3.0,1,Yes,15,3,30,1,2.0,13,11,6,6,No,3
1598,33,Female,Other,Divorced,Human Resources,Human Resources,Non-Travel,3,1,,38,3,1,2.0,9,Yes,18,1,1,6,2.0,1,5,7,6,No,3
1599,38,Female,Human Resources,Divorced,Human Resources,Research Scientist,Non-Travel,21,1,1.0,57,3,3,3.0,3,Yes,10,1,17,6,1.0,11,7,0,10,No,1
1600,28,Female,Marketing,Divorced,Development,Human Resources,Non-Travel,7,5,2.0,55,1,2,3.0,0,Yes,17,4,27,2,1.0,9,7,3,4,No,2
1601,54,Male,Other,Single,Data Science,Manager,Non-Travel,14,4,4.0,32,1,5,4.0,0,Yes,19,2,3,3,4.0,0,5,9,11,No,3
1602,53,Female,Medical,Divorced,Human Resources,Human Resources,Travel_Frequently,24,1,2.0,78,3,1,4.0,7,Yes,22,3,0,5,2.0,18,3,9,0,No,3
1603,52,Male,Technical Degree,Single,Finance,Manager,Travel_Frequently,28,1,4.0,46,2,4,1.0,6,No,22,3,15,5,3.0,15,3,14,9,No,3
1604,36,Male,Technical Degree,Divorced,Human Resources,Manager,Travel_Frequently,11,5,3.0,92,1,4,4.0,7,No,14,4,1,6,3.0,14,3,3,3,No,2
1605,37,Female,Human Resources,Single,Data Science,Research Scientist,Travel_Frequently,7,3,3.0,84,4,4,3.0,3,No,22,2,0,6,4.0,13,5,11,6,No,3
1606,35,Male,Medical,Single,Research & Development,Research Director,Travel_Rarely,25,2,1.0,52,1,5,1.0,5,No,15,1,22,3,4.0,8,0,8,13,No,2
1607,58,Male,Human Resources,Married,Data Science,Laboratory Technician,Travel_Frequently,21,1,3.0,63,2,5,1.0,2,No,15,2,25,0,4.0,14,11,2,4,No,3
1608,31,Female,Medical,Divorced,Development,Sales Representative,Non-Travel,10,3,3.0,98,1,3,2.0,7,No,10,3,10,3,,6,1,14,1,No,1
1609,32,Female,Marketing,Divorced,Research & Development,Healthcare Representative,Travel_Frequently,11,4,3.0,44,4,3,4.0,3,Yes,12,2,0,4,1.0,3,5,11,13,No,2
1610,48,Female,Technical Degree,Single,Finance,Laboratory Technician,Travel_Frequently,15,3,4.0,76,4,3,1.0,2,Yes,21,1,10,2,1.0,17,13,9,7,No,3
1611,18,Male,Technical Degree,Single,Sales,Sales Executive,Non-Travel,19,5,4.0,32,4,4,3.0,3,Yes,15,1,23,1,4.0,7,13,14,1,Yes,3
1612,20,Female,Marketing,Single,Data Science,Research Director,Travel_Frequently,16,4,2.0,57,2,5,1.0,5,No,23,4,9,5,2.0,11,10,9,10,No,3
1613,33,Female,Life Sciences,Married,Development,Laboratory Technician,Travel_Frequently,22,4,4.0,32,2,4,1.0,6,No,24,3,13,3,3.0,14,0,0,7,No,4
1614,40,Male,Human Resources,Married,Finance,Research Scientist,Travel_Frequently,21,3,3.0,33,4,3,2.0,6,No,23,2,13,4,4.0,14,8,14,12,No,3
1615,28,Female,Marketing,Single,Research & Development,Sales Executive,Travel_Rarely,28,5,4.0,60,4,5,3.0,3,Yes,20,2,6,6,2.0,16,11,10,10,No,3
1616,29,Female,Human Resources,Divorced,Finance,Manufacturing Director,Travel_Frequently,20,1,1.0,74,2,2,3.0,7,Yes,20,4,22,5,4.0,1,5,4,1,No,3
1617,27,Female,Other,Divorced,Data Science,Research Director,Non-Travel,12,3,2.0,88,2,1,4.0,6,Yes,18,4,21,5,2.0,11,6,6,10,No,3
1618,49,Male,Technical Degree,Married,Human Resources,Laboratory Technician,Non-Travel,18,1,2.0,74,2,1,3.0,1,No,15,4,26,1,2.0,2,13,11,4,No,2
1619,33,Male,Human Resources,Married,Data Science,Sales Executive,Travel_Frequently,23,3,4.0,66,3,3,1.0,7,No,24,3,1,5,4.0,6,11,3,3,No,4
1620,25,Male,Medical,Single,Sales,Manufacturing Director,Travel_Frequently,13,1,3.0,94,2,4,3.0,8,No,21,2,18,4,1.0,5,0,8,0,No,3
1621,55,Male,Human Resources,Divorced,Data Science,Human Resources,Travel_Frequently,5,3,2.0,38,4,2,3.0,4,Yes,22,4,6,5,4.0,13,7,5,13,No,4
1622,29,Female,Other,Single,Research & Development,Sales Executive,Non-Travel,4,4,1.0,46,3,5,1.0,3,No,15,3,11,5,1.0,4,11,5,11,No,3
1623,41,Male,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,28,2,1.0,94,2,4,2.0,3,Yes,10,2,2,3,1.0,3,11,2,7,No,1
1624,45,Male,Marketing,Divorced,Data Science,Human Resources,Travel_Rarely,14,4,2.0,32,4,3,4.0,3,Yes,18,1,4,3,3.0,14,11,9,9,No,3
1625,25,Female,Other,Divorced,Research & Development,Research Scientist,Travel_Rarely,8,1,3.0,55,1,4,4.0,5,Yes,13,4,7,6,2.0,6,11,9,11,Yes,2
1626,45,Female,Technical Degree,Married,Human Resources,Laboratory Technician,Travel_Rarely,9,5,3.0,82,3,3,2.0,3,Yes,24,3,13,2,4.0,2,11,4,2,No,4
1627,53,Female,Human Resources,Single,Finance,Sales Representative,Non-Travel,25,4,4.0,60,4,1,1.0,6,Yes,11,2,6,0,2.0,12,4,9,12,No,2
1628,43,Male,Life Sciences,Single,Data Science,Laboratory Technician,Travel_Rarely,19,2,4.0,55,1,1,4.0,6,Yes,10,2,6,4,3.0,9,4,5,3,No,2
1629,25,Male,Life Sciences,Divorced,Human Resources,Human Resources,Travel_Frequently,3,1,2.0,52,4,4,2.0,4,Yes,12,4,31,0,1.0,1,13,13,3,No,1
1630,45,Male,Medical,Married,Finance,Manager,Travel_Frequently,5,4,4.0,59,2,2,2.0,4,No,12,4,7,0,4.0,11,5,3,4,No,3
1631,45,Female,Technical Degree,Divorced,Finance,Laboratory Technician,Non-Travel,21,3,4.0,39,2,5,2.0,9,Yes,14,2,11,5,2.0,11,6,12,2,No,2
1632,54,Female,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,26,5,4.0,93,1,3,4.0,7,No,10,3,9,6,3.0,18,6,2,8,No,3
1633,58,Male,Marketing,Single,Development,Sales Executive,Travel_Frequently,18,1,1.0,51,2,5,4.0,6,Yes,16,1,13,1,1.0,18,4,4,3,No,2
1634,53,Female,Technical Degree,Married,Data Science,Laboratory Technician,Non-Travel,1,4,4.0,44,4,1,4.0,6,Yes,22,2,8,1,1.0,2,0,6,13,No,4
1635,44,Female,Marketing,Single,Finance,Sales Executive,Travel_Rarely,8,1,2.0,85,1,2,4.0,5,Yes,10,3,29,5,2.0,5,10,10,9,No,1
1636,34,Female,Marketing,Married,Finance,Research Scientist,Travel_Frequently,19,3,3.0,49,4,2,3.0,6,No,13,4,4,6,1.0,1,8,5,14,Yes,2
1637,26,Male,Life Sciences,Divorced,Research & Development,Research Director,Travel_Rarely,17,2,4.0,76,4,5,2.0,6,Yes,15,2,0,4,3.0,12,14,1,10,No,4
1638,50,Female,Technical Degree,Single,Finance,Sales Representative,Non-Travel,17,4,3.0,82,4,1,3.0,9,Yes,24,4,0,0,1.0,8,5,0,10,No,4
1639,37,Female,Human Resources,Divorced,Human Resources,Research Scientist,Travel_Rarely,11,1,4.0,82,2,5,2.0,1,No,10,1,19,2,4.0,12,12,4,3,No,3
1640,30,Male,Other,Divorced,Finance,Research Scientist,Non-Travel,2,1,2.0,30,2,4,4.0,9,No,16,4,10,6,4.0,13,8,4,5,No,3
1641,45,Male,Life Sciences,Single,Development,Human Resources,Travel_Rarely,6,1,1.0,31,4,2,4.0,1,No,19,1,25,0,2.0,18,10,11,14,No,3
1642,46,Female,Life Sciences,Single,Data Science,Manager,Travel_Frequently,22,2,2.0,87,3,2,3.0,9,No,24,4,2,1,3.0,10,3,11,7,No,3
1643,30,Female,Human Resources,Divorced,Data Science,Healthcare Representative,Non-Travel,14,1,1.0,48,4,4,1.0,6,Yes,16,4,5,0,1.0,13,1,5,12,No,2
1644,52,Male,Technical Degree,Divorced,Finance,Manager,Non-Travel,3,5,4.0,91,4,1,4.0,9,Yes,12,1,10,3,1.0,15,12,2,6,No,3
1645,23,Male,Technical Degree,Divorced,Sales,Human Resources,Non-Travel,12,5,4.0,41,1,2,1.0,6,No,13,4,7,3,1.0,9,12,0,3,No,3
1646,35,Female,Marketing,Divorced,Sales,Sales Representative,Travel_Rarely,4,1,1.0,55,4,3,2.0,6,Yes,15,3,28,2,4.0,19,2,14,3,No,2
